term,crn,iid
201810,10677,100004342
201810,10678,100002027
201810,10679,100002027
201810,10680,100002027
201810,10681,100002027
201810,10682,100002027
201810,10683,100002027
201810,10684,100002027
201810,10685,100002027
201810,10686,100002027
201810,10688,190000011
201810,10689,190000011
201810,10690,100001822
201810,10691,190000011
201810,10692,100002112
201810,10693,100001511
201810,10694,100004299
201810,10695,301234611
201810,10696,100001274
201810,10697,100001274
201810,10698,100001274
201810,10699,100001274
201810,10700,100001274
201810,10701,301234612
201810,10702,190000011
201810,10703,190000011
201810,10704,100001822
201810,10705,100000837
201810,10706,190000011
201810,10707,190000011
201810,10708,100001511
201810,10709,100004299
201810,10710,190000011
201810,10719,100001402
201810,10720,301234613
201810,10722,190000011
201810,10723,100001822
201810,10724,100000837
201810,10725,100003276
201810,10726,100001511
201810,10727,100002134
201810,10728,100000837
201810,10729,100002112
201810,10730,190000011
201810,10731,100001822
201810,10732,100000837
201810,10733,190000011
201810,10734,100001511
201810,10735,190000011
201810,10736,190000011
201810,10737,190000011
201810,10738,190000011
201810,10739,100000837
201810,10740,100001274
201810,10741,100001822
201810,10742,100003291
201810,10743,100001511
201810,10744,100004299
201810,10745,100002134
201810,10746,100002003
201810,10747,190000011
201810,10748,100001822
201810,10749,100000837
201810,10750,100002112
201810,10751,200007480
201810,10752,100001511
201810,10753,100002134
201810,10754,100004299
201810,10755,100003276
201810,10756,190000011
201810,10757,100001274
201810,10762,190000011
201810,10763,100001822
201810,10764,100000837
201810,10765,100002112
201810,10766,100001274
201810,10767,100003276
201810,10768,100001822
201810,10769,100003291
201810,10770,190000011
201810,10771,190000011
201810,10772,190000011
201810,10773,190000011
201810,10774,100000837
201810,10775,100002112
201810,10776,100001822
201810,10777,100001274
201810,10778,100000569
201810,10779,100001402
201810,10780,100004299
201810,10781,100003276
201810,10782,100001558
201810,10783,100000084
201810,10784,190000011
201810,10785,190000011
201810,10786,190000011
201810,10787,190000011
201810,10788,200007480
201810,10789,100000837
201810,10790,100002112
201810,10791,100003291
201810,10792,100001511
201810,10793,100000569
201810,10794,100004299
201810,10795,100001402
201810,10796,100001822
201810,10797,100001274
201810,10798,100000569
201810,10799,100003276
201810,10800,100003592
201810,10801,100001656
201810,10802,190000011
201810,10803,190000011
201810,10804,190000011
201810,10805,190000011
201810,10806,190000011
201810,10807,190000011
201810,10808,190000011
201810,10809,190000011
201810,10810,100003592
201810,10811,100000850
201810,10812,100001822
201810,10813,100001511
201810,10814,100000837
201810,10815,100002112
201810,10816,100001274
201810,10817,100004299
201810,10818,100000569
201810,10819,200007480
201810,10820,100001402
201810,10821,100003291
201810,10822,100001135
201810,10823,100000084
201810,10824,100001656
201810,10825,100002027
201810,10826,100002003
201810,10827,190000011
201810,10829,100003005
201810,10830,100003005
201810,10831,100003005
201810,10832,100003005
201810,10833,100003005
201810,10834,100003005
201810,10835,100001776
201810,10836,100001776
201810,10837,100001776
201810,10838,100001776
201810,10839,100001776
201810,10840,100001776
201810,10842,100000953
201810,10843,100000953
201810,10844,100000953
201810,10845,100000953
201810,10848,100001458
201810,10849,190000013
201810,10850,100001484
201810,10851,100001484
201810,10852,100002596
201810,10853,100001484
201810,10854,100001016
201810,10855,100001776
201810,10856,100001008
201810,10857,100001211
201810,10858,190000013
201810,10859,100004398
201810,10860,100000249
201810,10861,100001458
201810,10862,100000477
201810,10863,190000013
201810,10864,100001484
201810,10865,301234614
201810,10866,100002596
201810,10867,301234615
201810,10868,100001016
201810,10869,100001776
201810,10870,100001008
201810,10871,100001211
201810,10872,190000013
201810,10873,100004398
201810,10874,100000477
201810,10875,100000249
201810,10876,301234616
201810,10879,190000013
201810,10880,100001484
201810,10881,100000477
201810,10882,100003005
201810,10883,100001008
201810,10884,100001541
201810,10885,100001016
201810,10886,100000477
201810,10887,190000013
201810,10888,100004398
201810,10889,100000477
201810,10890,190000013
201810,10891,100001484
201810,10892,100001211
201810,10893,100000249
201810,10894,100001776
201810,10895,100001008
201810,10896,100002596
201810,10897,100001016
201810,10898,100000477
201810,10899,190000013
201810,10900,100004398
201810,10901,190000013
201810,10902,100001484
201810,10903,100000537
201810,10904,100002596
201810,10905,200001518
201810,10906,100001016
201810,10907,100001776
201810,10908,100001008
201810,10909,100001211
201810,10910,100000569
201810,10911,100004398
201810,10912,100000477
201810,10913,100000249
201810,10914,190000013
201810,10915,100001484
201810,10916,301234617
201810,10917,100002596
201810,10918,301234618
201810,10919,100001016
201810,10920,100001776
201810,10921,100001008
201810,10922,100001211
201810,10923,190000013
201810,10924,100004398
201810,10925,100000477
201810,10926,100000249
201810,10927,190000013
201810,10928,100001211
201810,10929,301234619
201810,10930,100002596
201810,10931,200001518
201810,10932,100001016
201810,10933,100001776
201810,10934,100001008
201810,10935,100001211
201810,10936,100001776
201810,10937,100004398
201810,10938,100000477
201810,10939,100000249
201810,10940,190000013
201810,10941,100001484
201810,10942,100000537
201810,10943,100002596
201810,10944,200001518
201810,10945,100001016
201810,10946,100001776
201810,10947,100001008
201810,10948,100001211
201810,10949,190000013
201810,10950,100004398
201810,10951,100000477
201810,10952,100000249
201810,10953,190000013
201810,10954,100001484
201810,10955,200001518
201810,10956,100002596
201810,10957,100000249
201810,10958,100001016
201810,10959,100001776
201810,10960,100001008
201810,10961,100001211
201810,10962,190000013
201810,10963,100004398
201810,10964,100000477
201810,10965,190000013
201810,10966,190000013
201810,10967,100004144
201810,10968,100003005
201810,10969,100002596
201810,10970,100000444
201810,10971,100001016
201810,10972,100001776
201810,10973,100001008
201810,10974,100001211
201810,10975,100000537
201810,10976,100004398
201810,10977,100000477
201810,10978,100000249
201810,10979,100000444
201810,10980,190000013
201810,10981,100003005
201810,10982,100002596
201810,10983,100001211
201810,10984,200004249
201810,10985,100001776
201810,10986,100001008
201810,10987,100004398
201810,10988,100000477
201810,10989,100000444
201810,10990,100000125
201810,10991,301234620
201810,10992,301234621
201810,10994,190000014
201810,10995,100001131
201810,10996,100001131
201810,10997,200000011
201810,10998,190000014
201810,10999,190000014
201810,11000,190000014
201810,11001,100004446
201810,11002,190000014
201810,11003,190000014
201810,11004,190000014
201810,11005,190000014
201810,11006,190000014
201810,11007,190000014
201810,11008,190000014
201810,11009,100000757
201810,11010,190000014
201810,11011,100001803
201810,11012,190000014
201810,11013,100001878
201810,11014,100002790
201810,11015,100003372
201810,11016,100000684
201810,11017,100001040
201810,11018,190000014
201810,11019,100003963
201810,11020,190000014
201810,11021,100002828
201810,11022,100002159
201810,11023,100001669
201810,11024,190000014
201810,11025,100002834
201810,11026,190000014
201810,11027,100004428
201810,11028,190000014
201810,11029,190000014
201810,11030,190000014
