term,crn,iid
201810,41795,100000175
201810,41868,100000175
201810,28499,100000177
201810,28500,100000177
201810,28501,100000177
201810,28502,100000177
201810,28503,100000177
201810,28504,100000177
201810,28505,100000177
201810,28610,100000177
201810,28659,100000177
201810,28672,100000177
201810,28694,100000177
201810,28755,100000177
201810,28756,100000177
201810,28783,100000177
201810,28897,100000177
201810,31512,100000178
201810,31513,100000178
201810,31514,100000178
201810,31515,100000178
201810,31516,100000178
201810,31517,100000178
201810,34803,100000178
201810,42018,100000179
201810,42030,100000179
201810,42031,100000179
201810,42033,100000179
201810,42050,100000179
201810,42066,100000179
201810,42204,100000179
201810,41735,100000180
201810,41747,100000180
201810,41748,100000180
201810,41749,100000180
201810,41750,100000180
201810,41769,100000180
201810,41780,100000180
201810,41802,100000180
201810,41818,100000180
201810,41827,100000180
201810,41837,100000180
201810,41853,100000180
201810,41875,100000180
201810,41887,100000180
201810,14526,100000181
201810,19380,100000181
201810,19454,100000181
201810,19459,100000181
201810,23366,100000181
201810,25293,100000181
201810,36533,100000181
201810,36971,100000181
201810,37090,100000181
201810,37215,100000181
201810,37305,100000181
201810,37423,100000181
201810,37513,100000181
201810,37633,100000181
201810,37690,100000181
201810,37761,100000181
201810,37850,100000181
201810,38546,100000182
201810,38569,100000182
201810,38841,100000182
201810,38970,100000182
201810,42714,100000182
201810,35897,100000183
201810,36052,100000183
201810,36119,100000183
201810,36172,100000183
201810,36243,100000183
201810,36245,100000183
201810,36250,100000183
201810,36252,100000183
201810,36355,100000183
201810,36362,100000183
201810,43442,100000183
201810,38637,100000185
201810,38843,100000185
201810,38929,100000185
201810,38988,100000185
201810,30485,100000186
201810,30574,100000186
201810,30660,100000186
201810,32168,100000186
201810,32206,100000186
201810,32278,100000186
201810,32343,100000186
201810,32381,100000186
201810,32418,100000186
201810,32456,100000186
201810,32494,100000186
201810,32532,100000186
201810,32570,100000186
201810,32608,100000186
201810,32847,100000186
201810,34113,100000187
201810,34114,100000187
201810,34177,100000187
201810,36441,100000187
201810,36472,100000187
201810,36503,100000187
201810,36542,100000187
201810,36574,100000187
201810,36609,100000187
201810,36640,100000187
201810,36672,100000187
201810,36703,100000187
201810,13688,100000189
201810,34726,100000189
201810,34748,100000189
201810,34759,100000189
201810,39224,100000189
201810,12418,100000190
201810,27461,100000190
201810,27521,100000190
201810,39227,100000190
201810,39252,100000190
201810,14516,100000191
201810,33078,100000191
201810,33164,100000191
201810,33296,100000191
201810,33493,100000191
201810,33583,100000191
201810,33612,100000191
201810,20901,100000194
201810,20947,100000194
201810,20993,100000194
201810,21034,100000194
201810,21110,100000194
201810,21174,100000194
201810,21230,100000194
201810,10669,100000196
201810,41755,100000196
201810,41766,100000196
201810,41798,100000196
201810,41816,100000196
201810,41871,100000196
201810,16399,100000198
201810,41778,100000199
201810,41835,100000199
201810,41885,100000199
201810,18009,100000201
201810,18044,100000201
201810,19571,100000202
201810,19613,100000202
201810,19655,100000202
201810,19806,100000202
201810,19858,100000202
201810,19900,100000202
201810,19961,100000202
201810,20003,100000202
201810,20045,100000202
201810,14455,100000203
201810,14560,100000203
201810,34199,100000203
201810,13188,100000204
201810,13273,100000204
201810,13342,100000204
201810,31632,100000205
201810,31657,100000205
201810,31731,100000205
201810,31782,100000205
201810,13730,100000207
201810,14917,100000207
201810,10076,100000209
201810,10088,100000209
201810,10149,100000209
201810,11258,100000209
201810,11304,100000209
201810,11350,100000209
201810,11396,100000209
201810,11462,100000209
201810,11508,100000209
201810,11554,100000209
201810,11604,100000209
201810,11650,100000209
201810,11696,100000209
201810,32322,100000209
201810,42325,100000211
201810,42326,100000211
201810,42327,100000211
201810,42328,100000211
201810,42329,100000211
201810,42330,100000211
201810,42331,100000211
201810,42332,100000211
201810,42450,100000211
201810,24334,100000212
201810,27978,100000212
201810,28006,100000212
201810,42350,100000213
201810,42393,100000213
201810,31591,100000215
201810,31681,100000215
201810,31697,100000215
201810,31713,100000215
201810,31729,100000215
201810,31750,100000215
201810,31768,100000215
201810,31795,100000215
201810,31800,100000215
201810,31818,100000215
201810,43559,100000215
201810,34868,100000217
201810,16377,100000218
201810,12922,100000219
201810,12932,100000219
201810,12965,100000219
201810,12986,100000219
201810,13005,100000219
201810,28567,100000220
201810,28568,100000220
201810,10655,100000221
201810,13683,100000221
201810,15174,100000221
201810,15224,100000221
201810,15323,100000221
201810,15358,100000221
201810,15409,100000221
201810,15460,100000221
201810,15511,100000221
201810,15563,100000221
201810,15614,100000221
201810,15665,100000221
201810,15724,100000221
201810,15780,100000221
201810,15836,100000221
201810,15879,100000221
201810,15899,100000221
201810,15955,100000221
201810,16011,100000221
201810,24313,100000221
201810,28749,100000224
201810,28788,100000224
201810,28850,100000224
201810,28896,100000224
201810,43164,100000224
201810,13724,100000225
201810,14807,100000225
201810,14811,100000225
201810,30490,100000225
201810,30578,100000225
201810,30664,100000225
201810,14163,100000226
201810,14164,100000226
201810,14165,100000226
201810,14166,100000226
201810,14167,100000226
201810,14168,100000226
201810,14169,100000226
201810,14170,100000226
201810,14171,100000226
201810,14172,100000226
201810,14173,100000226
201810,14174,100000226
201810,14175,100000226
201810,14176,100000226
201810,14177,100000226
201810,14178,100000226
201810,14179,100000226
201810,14180,100000226
201810,14181,100000226
201810,14182,100000226
201810,14183,100000226
201810,14184,100000226
201810,14185,100000226
201810,14186,100000226
201810,14187,100000226
201810,14188,100000226
201810,14189,100000226
201810,14190,100000226
201810,14191,100000226
201810,14192,100000226
201810,14193,100000226
201810,14194,100000226
201810,14195,100000226
201810,14196,100000226
201810,14197,100000226
201810,14198,100000226
201810,14199,100000226
201810,14200,100000226
201810,14201,100000226
201810,14202,100000226
201810,14203,100000226
201810,14204,100000226
201810,25547,100000226
201810,25639,100000226
201810,25665,100000226
201810,28927,100000226
201810,29056,100000226
201810,29177,100000226
201810,29297,100000226
201810,29434,100000226
201810,29554,100000226
201810,29674,100000226
201810,29812,100000226
201810,29936,100000226
201810,30059,100000226
201810,30179,100000226
201810,30299,100000226
201810,34156,100000226
201810,36436,100000226
201810,36467,100000226
201810,36498,100000226
201810,36538,100000226
201810,36555,100000226
201810,36569,100000226
201810,36604,100000226
201810,36635,100000226
201810,36667,100000226
201810,36698,100000226
201810,38780,100000227
201810,10131,100000228
201810,10192,100000228
201810,11064,100000228
201810,11288,100000228
201810,11334,100000228
201810,11380,100000228
201810,11426,100000228
201810,11492,100000228
201810,11538,100000228
201810,11584,100000228
201810,11634,100000228
201810,11680,100000228
201810,11726,100000228
201810,11776,100000228
201810,11955,100000228
201810,13816,100000229
201810,32020,100000229
201810,32361,100000229
201810,32419,100000229
201810,32610,100000229
201810,32832,100000229
201810,32875,100000229
201810,32915,100000229
201810,41324,100000230
