term,crn,subj_code,course_num,section,max_seats
201801,40686,ABT,198   ,028,99
201801,40687,ABT,199   ,000,0
201801,40688,ABT,199   ,001,99
201801,40689,ABT,199   ,002,99
201801,40690,ABT,199   ,003,99
201801,40691,ABT,199   ,004,99
201801,40692,ABT,199   ,005,99
201801,40693,ABT,199   ,006,99
201801,40694,ABT,199   ,007,99
201801,40695,ABT,199   ,008,99
201801,40696,ABT,199   ,009,99
201801,40697,ABT,199   ,010,99
201801,40698,ABT,199   ,011,99
201801,40699,ABT,199   ,012,99
201801,40700,ABT,199   ,013,99
201801,40701,ABT,199   ,014,99
201801,40702,ABT,199   ,015,99
201801,40703,ABT,199   ,016,99
201801,40704,ABT,199   ,017,99
201801,40705,ABT,199   ,018,99
201801,40706,ABT,199   ,019,99
201801,40707,ABT,199   ,020,99
201801,40708,ABT,199   ,021,99
201801,40709,ABT,199   ,022,99
201801,40710,ABT,199   ,023,99
201801,40711,ABT,199   ,024,99
201801,40712,ABT,199   ,025,99
201801,40713,ABT,199   ,026,99
201801,40714,ABT,199   ,027,99
201801,40715,ABT,199   ,028,99
201801,40716,ABT,233   ,001,999
201801,40717,ABT,289A  ,001,28
201801,40718,ABT,290C  ,000,0
201801,40719,ABT,290C  ,001,99
201801,40720,ABT,290C  ,002,99
201801,40721,ABT,290C  ,003,99
201801,40722,ABT,290C  ,004,99
201801,40723,ABT,290C  ,005,99
201801,40724,ABT,290C  ,006,99
201801,40725,ABT,290C  ,007,99
201801,40726,ABT,290C  ,008,99
201801,40727,ABT,290C  ,009,99
201801,40728,ABT,290C  ,010,99
201801,40729,ABT,290C  ,011,99
201801,40730,ABT,290C  ,012,99
201801,40731,ABT,290C  ,013,99
201801,40732,ABT,290C  ,014,99
201801,40733,ABT,290C  ,015,99
201801,40734,ABT,290C  ,016,99
201801,40735,ABT,290C  ,017,99
201801,40736,ABT,290C  ,018,99
201801,40737,ABT,290C  ,019,99
201801,40738,ABT,290C  ,020,99
201801,40739,ABT,290C  ,021,99
201801,40740,ABT,290C  ,022,99
201801,40741,ABT,290C  ,023,99
201801,40742,ABT,290C  ,024,99
201801,40743,ABT,290C  ,025,99
201801,40744,ABT,290C  ,026,99
201801,40745,ABT,290C  ,027,99
201801,40746,ABT,290C  ,028,99
201801,40747,ABT,298   ,000,0
201801,40748,ABT,298   ,001,99
201801,40749,ABT,298   ,002,99
201801,40750,ABT,298   ,003,99
201801,40751,ABT,298   ,004,99
201801,40752,ABT,298   ,005,99
201801,40753,ABT,298   ,006,99
201801,40754,ABT,298   ,007,99
201801,40755,ABT,298   ,008,99
201801,40756,ABT,298   ,009,99
201801,40757,ABT,298   ,010,99
201801,40758,ABT,298   ,011,99
201801,40759,ABT,298   ,012,99
201801,40760,ABT,298   ,013,99
201801,40761,ABT,298   ,014,99
201801,40762,ABT,298   ,015,99
201801,40763,ABT,298   ,016,99
201801,40764,ABT,298   ,017,99
201801,40765,ABT,298   ,018,99
201801,40766,ABT,298   ,019,99
201801,40767,ABT,298   ,020,99
201801,40768,ABT,298   ,021,99
201801,40769,ABT,298   ,022,99
201801,40770,ABT,298   ,023,99
201801,40771,ABT,298   ,024,99
201801,40772,ABT,298   ,025,99
201801,40773,ABT,298   ,026,99
201801,40774,ABT,298   ,027,99
201801,40775,ABT,298   ,028,99
