term,crn,iid
201803,75851,100000885
201810,35691,100000885
201810,35692,100000885
201810,35693,100000885
201810,35694,100000885
201810,35695,100000885
201810,35696,100000885
201810,35697,100000885
201810,35949,100000885
201810,36104,100000885
201810,36158,100000885
201810,36224,100000885
201810,36338,100000885
201801,42670,100000886
201801,42671,100000886
201801,42672,100000886
201801,42673,100000886
201801,42679,100000886
201801,42680,100000886
201801,42681,100000886
201801,42682,100000886
201801,42728,100000886
201801,74817,100000886
201801,74818,100000886
201803,52525,100000886
201803,52526,100000886
201803,52527,100000886
201803,52528,100000886
201803,52529,100000886
201803,52530,100000886
201803,52538,100000886
201803,52539,100000886
201803,52540,100000886
201803,52541,100000886
201803,52587,100000886
201810,12530,100000886
201810,12531,100000886
201810,12532,100000886
201810,12533,100000886
201810,12534,100000886
201810,12535,100000886
201810,12572,100000886
201810,12573,100000886
201810,12574,100000886
201810,12575,100000886
201810,12620,100000886
201810,43103,100000886
201810,43104,100000886
201801,54375,100000888
201801,54506,100000888
201801,54550,100000888
201801,54616,100000888
201801,54638,100000888
201801,62739,100000888
201801,62778,100000888
201803,62920,100000888
201803,62940,100000888
201803,62967,100000888
201803,62986,100000888
201803,63005,100000888
201803,63026,100000888
201803,63043,100000888
201803,63060,100000888
201803,63077,100000888
201803,63097,100000888
201803,63116,100000888
201803,63140,100000888
201803,63159,100000888
201803,63182,100000888
201803,63202,100000888
201803,63221,100000888
201803,70510,100000888
201810,22953,100000888
201810,22973,100000888
201810,22999,100000888
201810,23018,100000888
201810,23037,100000888
201810,23058,100000888
201810,23075,100000888
201810,23092,100000888
201810,23109,100000888
201810,23129,100000888
201810,23146,100000888
201810,23170,100000888
201810,23190,100000888
201810,23212,100000888
201810,23233,100000888
201810,23252,100000888
201810,23274,100000888
201810,32291,100000888
201810,32393,100000888
201810,32430,100000888
201810,32468,100000888
201810,32506,100000888
201810,32582,100000888
201801,50855,100000890
201801,73833,100000890
201801,73858,100000890
201801,73873,100000890
201801,73888,100000890
201801,73904,100000890
201801,73919,100000890
201801,73936,100000890
201801,73952,100000890
201801,73967,100000890
201801,73982,100000890
201803,59513,100000890
201803,81255,100000890
201803,81267,100000890
201803,81268,100000890
201803,81269,100000890
201803,81283,100000890
201803,81298,100000890
201803,81313,100000890
201803,81328,100000890
201803,81349,100000890
201803,81365,100000890
201803,81380,100000890
201803,81395,100000890
201810,19429,100000890
201810,41995,100000890
201810,41996,100000890
201810,41997,100000890
201810,41998,100000890
201810,41999,100000890
201810,42000,100000890
201810,42001,100000890
201810,42002,100000890
201810,42003,100000890
201810,42004,100000890
201810,42005,100000890
201810,42006,100000890
201810,42007,100000890
201810,42017,100000890
201810,42049,100000890
201810,42065,100000890
201810,42081,100000890
201810,42097,100000890
201810,42120,100000890
201810,42136,100000890
201810,42152,100000890
201810,42168,100000890
201810,42184,100000890
201810,42200,100000890
201810,43364,100000890
201810,43365,100000890
201801,63050,100000891
201801,63068,100000891
201801,63106,100000891
201801,63124,100000891
201801,63142,100000891
201801,63160,100000891
201801,63177,100000891
201801,63195,100000891
201801,63218,100000891
201801,63238,100000891
201801,63256,100000891
201803,70844,100000891
201803,70861,100000891
201803,70908,100000891
201803,70927,100000891
201803,70944,100000891
201803,70961,100000891
201803,70978,100000891
201803,70996,100000891
201803,71017,100000891
201803,71027,100000891
201803,71037,100000891
201803,71054,100000891
201803,71065,100000891
201810,31104,100000891
201810,31124,100000891
201810,31171,100000891
201810,31191,100000891
201810,31208,100000891
201810,31225,100000891
201810,31242,100000891
201810,31262,100000891
201810,31285,100000891
201810,31308,100000891
201810,31326,100000891
201801,50895,100000892
201801,65020,100000892
201801,65113,100000892
201801,65307,100000892
201803,59511,100000892
201803,72834,100000892
201803,72919,100000892
201810,19427,100000892
201810,33371,100000892
201810,33457,100000892
201801,51331,100000894
201801,51366,100000894
201801,51409,100000894
201803,60011,100000894
201803,60045,100000894
201803,60079,100000894
201801,42572,100000895
201801,42613,100000895
201801,42636,100000895
201801,42637,100000895
201801,42638,100000895
201801,42639,100000895
201801,42705,100000895
201801,42758,100000895
201801,42800,100000895
201801,42841,100000895
201801,42895,100000895
201801,42936,100000895
201801,42978,100000895
201803,52408,100000895
201803,52416,100000895
201803,52458,100000895
201803,52479,100000895
201803,52480,100000895
201803,52481,100000895
201803,52482,100000895
201803,52565,100000895
201803,52607,100000895
201803,52648,100000895
201803,52693,100000895
201803,52744,100000895
201803,52786,100000895
201803,52828,100000895
201803,81647,100000895
201803,81648,100000895
201803,81655,100000895
201810,12468,100000895
201810,12509,100000895
201810,12603,100000895
201810,12653,100000895
201810,12696,100000895
201810,12737,100000895
201810,12789,100000895
201810,12830,100000895
201810,12872,100000895
201801,58963,100000896
201801,59033,100000896
201803,67076,100000896
201803,67100,100000896
201803,67119,100000896
201803,67138,100000896
201803,67161,100000896
201803,67179,100000896
201803,67198,100000896
201803,67222,100000896
201801,56108,100000897
201801,56109,100000897
201801,56120,100000897
201801,68286,100000897
201801,68337,100000897
201801,68369,100000897
201803,64765,100000897
201803,76247,100000897
201803,76312,100000897
201803,76375,100000897
201810,24733,100000897
201810,36815,100000897
201810,36838,100000897
201810,36877,100000897
201810,43467,100000897
201801,45594,100000898
201801,45623,100000898
201801,45654,100000898
201801,45713,100000898
201801,45741,100000898
201801,55427,100000898
201801,56121,100000898
201801,58560,100000898
201801,65822,100000898
201801,68247,100000898
201801,68280,100000898
201801,68313,100000898
201801,68372,100000898
201801,68382,100000898
201801,74297,100000898
201803,54359,100000898
201803,54387,100000898
201803,54419,100000898
201803,54479,100000898
201803,54507,100000898
201803,64761,100000898
201803,65610,100000898
201803,67040,100000898
201803,73603,100000898
201803,76274,100000898
201803,76307,100000898
201803,76340,100000898
201803,76371,100000898
201803,76404,100000898
201810,14434,100000898
201810,14466,100000898
201810,24726,100000898
201810,27086,100000898
201810,34162,100000898
201810,36763,100000898
201810,36796,100000898
201810,36829,100000898
201810,36865,100000898
201810,36870,100000898
201810,36897,100000898
201801,60547,100000900
201801,60566,100000900
201801,60567,100000900
201801,60574,100000900
201801,60575,100000900
201801,74661,100000900
201801,75186,100000900
201803,68413,100000900
201803,68475,100000900
201803,68476,100000900
201803,68477,100000900
201803,68478,100000900
201803,68479,100000900
201803,68480,100000900
201803,82021,100000900
201810,28448,100000900
201810,28449,100000900
201803,70586,100000901
201803,70647,100000901
201803,70743,100000901
201803,82796,100000901
201810,30825,100000901
201810,30847,100000901
201810,30942,100000901
201801,71357,100000902
201801,71390,100000902
201801,71434,100000902
201801,71475,100000902
201801,71516,100000902
201801,71567,100000902
201803,79400,100000902
201803,79447,100000902
201803,79489,100000902
201803,79533,100000902
201803,79575,100000902
201803,79630,100000902
201803,82361,100000902
201803,82363,100000902
201810,39883,100000902
201810,39891,100000902
201810,39937,100000902
201810,39985,100000902
201810,40023,100000902
201810,40065,100000902
201810,40102,100000902
201810,40121,100000902
201801,47782,100000903
201801,47878,100000903
201801,47949,100000903
201801,47975,100000903
201801,47999,100000903
201801,74490,100000903
201803,56514,100000903
201803,56555,100000903
201803,56588,100000903
201803,56645,100000903
201810,16494,100000903
201810,16569,100000903
201810,16587,100000903
201810,16617,100000903
201810,39823,100000904
201810,39824,100000904
201810,39825,100000904
201810,39826,100000904
201810,39827,100000904
201810,39828,100000904
201801,74040,100000905
201801,74043,100000905
201801,75308,100000905
201803,81444,100000905
201803,81445,100000905
201803,82786,100000905
201810,42296,100000905
201810,42307,100000905
201810,42310,100000905
201810,43350,100000905
201801,72561,100000906
201801,72582,100000906
201801,72603,100000906
201801,72624,100000906
201801,72638,100000906
201803,80154,100000906
201803,80155,100000906
201803,80194,100000906
201803,80217,100000906
201803,80234,100000906
201803,80257,100000906
201810,40792,100000906
201810,40795,100000906
201810,40800,100000906
201810,40804,100000906
201810,40832,100000906
201810,40846,100000906
201810,40867,100000906
201801,40515,100000907
201801,40544,100000907
201801,40578,100000907
201801,40606,100000907
201801,40633,100000907
201801,40662,100000907
201801,40691,100000907
201801,40722,100000907
201801,40751,100000907
201801,40780,100000907
201801,49535,100000907
201801,49564,100000907
201801,49593,100000907
201801,49622,100000907
201801,49650,100000907
201801,49651,100000907
201801,49656,100000907
201801,49677,100000907
201801,49682,100000907
201801,49711,100000907
201801,49739,100000907
201801,49768,100000907
201801,49797,100000907
201801,49838,100000907
201801,49867,100000907
201801,49897,100000907
201803,50344,100000907
201803,50371,100000907
201803,50403,100000907
201803,50430,100000907
201803,50457,100000907
201803,50484,100000907
201803,50509,100000907
201803,50538,100000907
201803,50565,100000907
201803,50592,100000907
201803,58198,100000907
201803,58225,100000907
201803,58251,100000907
201803,58278,100000907
201803,58307,100000907
201803,58308,100000907
201803,58312,100000907
201803,58335,100000907
201803,58340,100000907
201803,58367,100000907
201803,58394,100000907
201803,58421,100000907
201803,58448,100000907
201803,58494,100000907
201803,58523,100000907
201803,58550,100000907
201810,10342,100000907
201810,10367,100000907
201810,10399,100000907
201810,10424,100000907
201810,10449,100000907
201810,10474,100000907
201810,10499,100000907
201810,10525,100000907
201810,10550,100000907
201810,10575,100000907
201810,18144,100000907
201810,18169,100000907
201810,18194,100000907
201810,18219,100000907
201810,18247,100000907
201810,18249,100000907
201810,18254,100000907
201810,18279,100000907
201810,18304,100000907
201810,18329,100000907
201810,18354,100000907
201810,18376,100000907
201810,18384,100000907
201810,18414,100000907
201810,18444,100000907
201801,66279,100000908
201801,66280,100000908
201801,66281,100000908
201801,66313,100000908
201801,66361,100000908
201801,66404,100000908
201801,66447,100000908
201801,66490,100000908
201801,66533,100000908
201801,66579,100000908
201801,66622,100000908
201801,66665,100000908
201801,66708,100000908
201801,66751,100000908
201803,74224,100000908
201803,74284,100000908
201803,74330,100000908
201803,74372,100000908
201803,74415,100000908
201803,74458,100000908
201803,74501,100000908
201803,74545,100000908
201803,74588,100000908
201803,74631,100000908
201803,74674,100000908
201803,74716,100000908
201810,34791,100000908
201810,34856,100000908
201810,34909,100000908
201810,34953,100000908
201810,34998,100000908
201810,35043,100000908
201810,35089,100000908
201810,35136,100000908
201810,35182,100000908
201810,35227,100000908
201810,35272,100000908
201810,35317,100000908
201801,74011,100000910
201803,81405,100000910
201810,42231,100000910
201810,42291,100000910
201801,56136,100000911
201801,56137,100000911
201801,56138,100000911
201801,56139,100000911
201801,56140,100000911
201801,56141,100000911
201801,56142,100000911
201801,56653,100000911
201803,78049,100000912
201803,78050,100000912
201803,78051,100000912
201803,78052,100000912
201810,15265,100000913
201810,15594,100000913
201810,15754,100000913
201810,15810,100000913
201810,15866,100000913
201810,15929,100000913
201810,15985,100000913
201810,16041,100000913
201801,73046,100000914
201801,75205,100000914
201803,82468,100000914
201803,82473,100000914
201810,41275,100000914
201810,41316,100000914
201810,43735,100000914
201801,56668,100000917
201801,56695,100000917
201801,59937,100000917
201801,59953,100000917
201803,65375,100000917
201810,25292,100000917
201810,28049,100000917
201810,28068,100000917
201810,28084,100000917
201801,40266,100000918
201801,40324,100000918
201801,40375,100000918
201801,40479,100000918
201801,41404,100000918
201801,41448,100000918
201801,41492,100000918
201801,41541,100000918
201801,41590,100000918
201801,41635,100000918
201801,41681,100000918
201801,41730,100000918
201801,41775,100000918
201801,41821,100000918
201801,41869,100000918
201801,41921,100000918
201801,41970,100000918
201801,42029,100000918
201801,64625,100000918
201801,64668,100000918
201801,64669,100000918
201801,64670,100000918
201801,64671,100000918
201801,64672,100000918
201801,64673,100000918
201801,64685,100000918
201801,64933,100000918
201801,65022,100000918
201801,65115,100000918
201801,65309,100000918
201803,50081,100000918
201803,50140,100000918
201803,50188,100000918
201803,50225,100000918
201803,50271,100000918
201803,51133,100000918
201803,51134,100000918
201803,51135,100000918
201803,51136,100000918
201803,51137,100000918
201803,51138,100000918
201803,51139,100000918
201803,51140,100000918
201803,51141,100000918
201803,51142,100000918
201803,51143,100000918
201803,51144,100000918
201803,51145,100000918
201803,51146,100000918
201803,51147,100000918
201803,51148,100000918
201803,51149,100000918
201803,51151,100000918
201803,51152,100000918
201803,51153,100000918
201803,51154,100000918
201803,51155,100000918
201803,51156,100000918
201803,51157,100000918
201803,51158,100000918
201803,51159,100000918
201803,51160,100000918
201803,51161,100000918
201803,51162,100000918
201803,51163,100000918
201803,51164,100000918
201803,51165,100000918
201803,51166,100000918
201803,51168,100000918
201803,51169,100000918
201803,51172,100000918
201803,51173,100000918
201803,51174,100000918
201803,51175,100000918
201803,51176,100000918
201803,51177,100000918
201803,51178,100000918
201803,51186,100000918
201803,51231,100000918
201803,51277,100000918
201803,51323,100000918
201803,51381,100000918
201803,51395,100000918
201803,51441,100000918
201803,51487,100000918
201803,51538,100000918
201803,51584,100000918
201803,51630,100000918
201803,51684,100000918
201803,51746,100000918
201803,51807,100000918
201803,51868,100000918
201803,72545,100000918
201803,72836,100000918
201803,72921,100000918
201803,73096,100000918
201803,79137,100000918
201803,82403,100000918
201810,10089,100000918
201810,10150,100000918
201810,10204,100000918
201810,11259,100000918
201810,11305,100000918
201810,11306,100000918
201810,11351,100000918
201810,11397,100000918
201810,11463,100000918
201810,11509,100000918
201810,11555,100000918
201810,11605,100000918
201810,11651,100000918
201810,11697,100000918
201810,11742,100000918
201810,11800,100000918
201810,11858,100000918
201810,11920,100000918
201810,33067,100000918
201810,33373,100000918
201810,33459,100000918
201810,33641,100000918
201803,82104,100000921
201801,70738,100000922
201803,66982,100000922
201803,67010,100000922
201803,70424,100000922
201810,27009,100000922
201810,30413,100000922
201810,30640,100000922
201810,39220,100000922
201801,59897,100000923
201801,59902,100000923
201801,59924,100000923
201801,59938,100000923
201801,59954,100000923
201803,67894,100000923
201803,67911,100000923
201803,67926,100000923
201810,28034,100000923
201810,28050,100000923
201810,28069,100000923
201810,28085,100000923
201801,62509,100000924
201801,62578,100000924
201801,62663,100000924
201801,62730,100000924
201801,62748,100000924
201801,62768,100000924
201801,64009,100000924
201801,64036,100000924
201801,64107,100000924
201801,64110,100000924
201801,64111,100000924
201801,64112,100000924
201801,64113,100000924
201801,64114,100000924
201801,64115,100000924
201801,64136,100000924
201801,64242,100000924
201801,64429,100000924
201801,64461,100000924
201801,64506,100000924
201803,64691,100000924
201803,70500,100000924
201803,71856,100000924
201803,71878,100000924
201803,71965,100000924
201803,72046,100000924
201803,72275,100000924
201803,72317,100000924
201803,72359,100000924
201810,30454,100000924
201810,30543,100000924
201810,30629,100000924
201810,30710,100000924
201810,32135,100000924
201810,32194,100000924
201810,32273,100000924
201810,32331,100000924
201810,32596,100000924
201810,32808,100000924
201810,32838,100000924
201810,32892,100000924
201801,71370,100000925
201801,71403,100000925
201801,71447,100000925
201801,71488,100000925
201801,71530,100000925
201801,71581,100000925
201803,79414,100000925
201803,79461,100000925
201803,79501,100000925
201803,79547,100000925
201803,79589,100000925
201803,79612,100000925
201803,79645,100000925
201803,82364,100000925
201810,16837,100000925
201810,39833,100000925
201810,39834,100000925
201810,39835,100000925
201810,39836,100000925
201810,39904,100000925
201810,39950,100000925
201810,40001,100000925
201810,40036,100000925
201810,40078,100000925
201810,40136,100000925
201810,42893,100000925
201803,80322,100000926
201801,41100,100000927
201801,44888,100000929
201801,45677,100000929
201801,45730,100000929
201801,65804,100000929
201801,68418,100000929
201801,68537,100000929
201801,68653,100000929
201801,68744,100000929
201801,68862,100000929
201801,68950,100000929
201801,69070,100000929
201801,69170,100000929
201801,69259,100000929
201801,69348,100000929
201803,53600,100000929
201803,54353,100000929
201803,54376,100000929
201803,54425,100000929
201803,54441,100000929
201803,54510,100000929
201803,73552,100000929
201803,73593,100000929
201803,76438,100000929
201803,76556,100000929
201803,76670,100000929
201803,76762,100000929
201803,76880,100000929
201803,76969,100000929
201803,77090,100000929
201803,77190,100000929
201803,77279,100000929
201803,77368,100000929
201810,13626,100000929
201810,14533,100000929
201810,14570,100000929
201810,34152,100000929
201810,36928,100000929
201810,37047,100000929
201810,37129,100000929
201810,37172,100000929
201810,37262,100000929
201810,37380,100000929
201810,37470,100000929
201810,37590,100000929
201810,37718,100000929
201810,37807,100000929
201801,67163,100000930
201801,67164,100000930
201801,67165,100000930
201801,67166,100000930
201801,67167,100000930
201801,67168,100000930
201801,67169,100000930
201801,67250,100000930
201801,67308,100000930
201801,67365,100000930
201801,67436,100000930
201801,67488,100000930
201801,67545,100000930
201801,67609,100000930
201801,67672,100000930
201801,67682,100000930
201801,67710,100000930
201801,67801,100000930
201801,67863,100000930
201801,67929,100000930
201803,75248,100000930
201803,75306,100000930
201803,75361,100000930
201803,75438,100000930
201803,75496,100000930
201803,75549,100000930
201803,75671,100000930
201803,75674,100000930
201803,75717,100000930
201803,75782,100000930
201803,75838,100000930
201803,75914,100000930
201810,35779,100000930
201810,35837,100000930
201810,35890,100000930
201810,35906,100000930
201810,35953,100000930
201810,36001,100000930
201810,36042,100000930
201810,36113,100000930
201810,36168,100000930
201810,36189,100000930
201810,36249,100000930
201810,36292,100000930
201810,36357,100000930
201810,36420,100000930
201801,45216,100000931
201801,45230,100000931
201801,45271,100000931
201801,45334,100000931
201803,53952,100000931
201803,53968,100000931
201803,53992,100000931
201803,54082,100000931
201810,14006,100000931
201810,14054,100000931
201810,14107,100000931
201810,14155,100000931
201810,43657,100000932
201801,52738,100000933
201801,55409,100000933
201801,59342,100000933
201801,59395,100000933
201803,61410,100000933
201803,64031,100000933
201803,67400,100000933
201803,67416,100000933
201810,21447,100000933
201810,27429,100000933
201801,68421,100000935
201801,68512,100000935
201801,68540,100000935
201801,68621,100000935
201801,68656,100000935
201801,68747,100000935
201801,68837,100000935
201801,68865,100000935
201801,68953,100000935
201801,69045,100000935
201801,69073,100000935
201801,69173,100000935
201801,69262,100000935
201801,69351,100000935
201801,71124,100000935
201803,76441,100000935
201803,76531,100000935
201803,76559,100000935
201803,76673,100000935
201803,76765,100000935
201803,76855,100000935
201803,76883,100000935
201803,76972,100000935
201803,77051,100000935
201803,77064,100000935
201803,77093,100000935
201803,77193,100000935
201803,77282,100000935
201803,77371,100000935
201803,79138,100000935
201810,27074,100000935
201810,36931,100000935
201810,37020,100000935
201810,37050,100000935
201810,37175,100000935
201810,37265,100000935
201810,37355,100000935
201810,37383,100000935
201810,37473,100000935
201810,37564,100000935
201810,37593,100000935
201810,37692,100000935
201810,37693,100000935
201810,37721,100000935
201810,37810,100000935
201810,39634,100000935
201801,55319,100000936
201801,56125,100000936
201801,55400,100000937
201801,40384,100000939
201801,40491,100000939
201801,53646,100000939
201801,63890,100000939
201801,63892,100000939
201801,63903,100000939
201801,63912,100000939
201801,63922,100000939
201801,68244,100000939
201801,68277,100000939
201801,68310,100000939
201801,68347,100000939
201801,68379,100000939
201803,62281,100000939
201803,62311,100000939
201803,71739,100000939
201803,71750,100000939
201803,71760,100000939
201803,71770,100000939
201803,76368,100000939
201803,76401,100000939
201810,10219,100000939
201810,22550,100000939
201810,31949,100000939
201810,31959,100000939
201810,31968,100000939
201810,31978,100000939
201810,36862,100000939
201801,40425,100000940
201801,40471,100000940
201801,53898,100000940
201801,53955,100000940
201801,53971,100000940
201801,53986,100000940
201801,63397,100000940
201801,67002,100000940
201801,67008,100000940
201801,67031,100000940
201801,69678,100000940
201803,62601,100000940
201803,74968,100000940
201803,75010,100000940
201810,10271,100000940
201810,22645,100000940
201810,35559,100000940
201810,35587,100000940
201801,57579,100000941
201801,57618,100000941
201801,57664,100000941
201801,57770,100000941
201801,57811,100000941
201801,57849,100000941
201801,57890,100000941
201801,57941,100000941
201801,57983,100000941
201801,58026,100000941
201801,58067,100000941
201801,58112,100000941
201801,58158,100000941
201801,75345,100000941
201803,66081,100000941
201803,66121,100000941
201803,66168,100000941
201803,66210,100000941
201803,66265,100000941
201803,66309,100000941
201803,66349,100000941
201803,66388,100000941
201803,66436,100000941
201803,66481,100000941
201803,66524,100000941
201803,66569,100000941
201803,66614,100000941
201803,67064,100000941
201803,82246,100000941
201803,82247,100000941
201803,82249,100000941
201803,82250,100000941
201803,82251,100000941
201803,82253,100000941
201803,82254,100000941
201803,82255,100000941
201803,82256,100000941
201803,82257,100000941
201803,82258,100000941
201803,82259,100000941
201810,26155,100000941
201810,26195,100000941
201810,26243,100000941
201810,26279,100000941
201810,26325,100000941
201810,26366,100000941
201810,26407,100000941
201810,26453,100000941
201810,26509,100000941
201810,26554,100000941
201810,26596,100000941
201810,26641,100000941
201810,26687,100000941
201801,56697,100000942
201801,59901,100000942
201801,59933,100000942
201803,67921,100000942
201810,28064,100000942
201810,28080,100000942
201801,55950,100000943
201801,56022,100000943
201803,64626,100000943
201803,64709,100000943
201810,24472,100000943
201810,24592,100000943
201810,24659,100000943
201810,42729,100000943
201801,50870,100000945
201801,50871,100000945
201801,50894,100000945
201801,54082,100000945
201801,54131,100000945
201801,54157,100000945
201801,54183,100000945
201801,54209,100000945
201801,54235,100000945
201803,50240,100000945
201803,59517,100000945
201803,59531,100000945
201803,62717,100000945
201803,62770,100000945
201803,62796,100000945
201803,62822,100000945
201803,62851,100000945
201803,62877,100000945
201803,81627,100000945
201810,19432,100000945
201810,19468,100000945
201810,22760,100000945
201810,22806,100000945
201810,22832,100000945
201810,22858,100000945
201810,22885,100000945
201810,22912,100000945
201801,40483,100000946
201801,41185,100000946
201801,53679,100000946
201801,53718,100000946
201801,53753,100000946
201801,53787,100000946
201801,53821,100000946
201801,53892,100000946
201801,63894,100000946
201801,63915,100000946
201801,63925,100000946
201803,50274,100000946
201803,50314,100000946
201803,50994,100000946
201803,62309,100000946
201803,62351,100000946
201803,62386,100000946
201803,62419,100000946
201803,62452,100000946
201803,62488,100000946
201803,62520,100000946
201803,71741,100000946
201803,71752,100000946
201803,71762,100000946
201803,71772,100000946
201810,10221,100000946
201810,10227,100000946
201810,10233,100000946
201810,10314,100000946
201810,10321,100000946
201810,11041,100000946
201810,22369,100000946
201810,22406,100000946
201810,22441,100000946
201810,22474,100000946
201810,22508,100000946
201810,22543,100000946
201810,22566,100000946
201810,22577,100000946
201810,31951,100000946
201810,31961,100000946
201810,31970,100000946
201810,31980,100000946
201801,52173,100000948
201803,60884,100000948
201810,20835,100000948
201801,73061,100000949
201801,75020,100000949
201803,82461,100000949
201803,82735,100000949
201810,41330,100000949
201810,43523,100000949
201810,43630,100000949
201801,66801,100000950
201801,66819,100000950
201801,66834,100000950
201801,66846,100000950
201801,66864,100000950
201801,66882,100000950
201801,66900,100000950
201801,66922,100000950
201801,66940,100000950
201801,66958,100000950
201801,74846,100000950
201801,75238,100000950
201803,74766,100000950
201803,74784,100000950
201803,74814,100000950
201803,74832,100000950
201803,74850,100000950
201803,74868,100000950
201803,74890,100000950
201803,74908,100000950
201803,74926,100000950
201810,35380,100000950
201810,35398,100000950
201810,35424,100000950
201810,35442,100000950
201810,35460,100000950
201810,35476,100000950
201810,35497,100000950
201810,35515,100000950
201810,35533,100000950
201810,42696,100000950
201810,42697,100000950
201810,42698,100000950
201810,42699,100000950
201810,42701,100000950
201801,60596,100000951
201801,60681,100000951
201801,60723,100000951
201801,60826,100000951
201801,60836,100000951
201801,60895,100000951
201803,68552,100000951
201803,68684,100000951
201803,68720,100000951
201803,68782,100000951
201810,28761,100000951
201810,28818,100000951
201810,28872,100000951
201810,43172,100000951
201801,75450,100000952
201803,64769,100000952
201810,24307,100000952
201801,40994,100000953
201801,40995,100000953
201801,40996,100000953
201801,40997,100000953
201801,41136,100000953
201801,74358,100000953
201803,50799,100000953
201810,10842,100000953
201810,10843,100000953
201810,10844,100000953
201810,10845,100000953
201801,64321,100000954
201801,64373,100000954
201803,72084,100000954
201803,72162,100000954
201803,72218,100000954
201810,32647,100000954
201810,32679,100000954
201810,32735,100000954
201801,62528,100000955
201801,62600,100000955
201801,62681,100000955
201801,66225,100000955
201801,70750,100000955
201803,64376,100000955
201803,70435,100000955
201803,74188,100000955
201810,14719,100000955
201810,30476,100000955
201810,30565,100000955
201810,30651,100000955
201810,34747,100000955
201810,39226,100000955
201801,53828,100000957
201801,53882,100000957
201803,62352,100000957
201803,62510,100000957
201810,10262,100000957
201810,22359,100000957
201810,22396,100000957
201810,22431,100000957
201810,22463,100000957
201810,22533,100000957
201810,22558,100000957
201810,22567,100000957
201801,40231,100000960
201801,74280,100000960
201801,74281,100000960
201801,74283,100000960
201801,74284,100000960
201801,74285,100000960
201803,50007,100000960
201803,50011,100000960
201803,50020,100000960
201803,50021,100000960
201810,10051,100000960
201810,10060,100000960
201810,10070,100000960
201810,17186,100000960
201810,42911,100000960
201810,42946,100000960
201810,42948,100000960
201810,42949,100000960
201810,42951,100000960
201801,56066,100000961
201810,24684,100000961
201801,48547,100000962
201801,48561,100000962
201801,56749,100000962
201801,56757,100000962
201801,56770,100000962
201801,56799,100000962
201801,56812,100000962
201801,56825,100000962
201801,56836,100000962
201801,56847,100000962
201801,56856,100000962
201801,56865,100000962
201801,58589,100000962
201801,74247,100000962
201801,74253,100000962
201803,57215,100000962
201803,57240,100000962
201803,65413,100000962
201803,65440,100000962
201803,65448,100000962
201803,65452,100000962
201803,65458,100000962
201803,65466,100000962
201803,65475,100000962
201803,65482,100000962
201803,65487,100000962
201803,81634,100000962
201803,82887,100000962
201810,17175,100000962
201810,25382,100000962
201810,25390,100000962
201810,25391,100000962
201810,25408,100000962
201810,25421,100000962
201810,25430,100000962
201810,25441,100000962
201810,25450,100000962
201810,25455,100000962
201810,42529,100000962
201810,42530,100000962
201801,73210,100000963
201801,73246,100000963
201801,73993,100000963
201803,80730,100000963
201803,80732,100000963
201803,80745,100000963
201803,81424,100000963
201810,41504,100000963
201810,41507,100000963
201810,41511,100000963
201810,42249,100000963
201810,20798,100000964
201810,20814,100000964
201801,50800,100000965
201801,50835,100000965
201801,54094,100000965
201801,54143,100000965
201801,54169,100000965
201801,54195,100000965
201801,54221,100000965
201801,54247,100000965
201801,65893,100000965
201801,72386,100000965
201803,59494,100000965
201803,62729,100000965
201803,62782,100000965
201803,62808,100000965
201803,62834,100000965
201803,62863,100000965
201803,62889,100000965
201803,73644,100000965
201810,19375,100000965
201810,22772,100000965
201810,22791,100000965
201810,22792,100000965
201810,22793,100000965
201810,22818,100000965
201810,22844,100000965
201810,22870,100000965
201810,22897,100000965
201810,22924,100000965
201810,34202,100000965
201810,43772,100000965
201801,70068,100000966
201801,70151,100000966
201801,70166,100000966
201801,70394,100000966
201801,70510,100000966
201803,74959,100000966
201803,78179,100000966
201803,78180,100000966
201803,78434,100000966
201803,78548,100000966
201810,38559,100000966
201810,38819,100000966
201810,38974,100000966
201810,21731,100000967
201801,40181,100000969
201803,81621,100000969
201803,81755,100000969
201810,10052,100000969
201810,41107,100000969
201810,41213,100000969
201810,43259,100000969
201801,64301,100000970
201801,64324,100000970
201803,72165,100000970
201803,72245,100000970
201810,32682,100000970
201810,32738,100000970
201810,32771,100000970
201801,59853,100000971
201801,59854,100000971
201801,59855,100000971
201801,59856,100000971
201801,59857,100000971
201801,59858,100000971
201801,59865,100000971
201801,59892,100000971
201801,59907,100000971
201801,59915,100000971
201801,59972,100000971
201803,67856,100000971
201803,67860,100000971
201803,67862,100000971
201803,67901,100000971
201810,24332,100000971
201810,27942,100000971
201810,27943,100000971
201810,27944,100000971
201810,27945,100000971
201810,28005,100000971
201810,28015,100000971
201810,28100,100000971
201803,60658,100000972
201801,73018,100000973
201803,80658,100000973
201810,41246,100000973
201801,52897,100000975
201803,61567,100000975
201803,61589,100000975
201810,43371,100000975
201801,59158,100000976
201801,59241,100000976
201801,59261,100000976
201801,59273,100000976
201801,68468,100000976
201801,68587,100000976
201801,68703,100000976
201801,68794,100000976
201801,68912,100000976
201801,69000,100000976
201801,69035,100000976
201801,69120,100000976
201801,69220,100000976
201801,69309,100000976
201801,69398,100000976
201803,67248,100000976
201803,67279,100000976
201803,67308,100000976
201803,67333,100000976
201803,76488,100000976
201803,76606,100000976
201803,76720,100000976
